property_name,pType_id,tedadTabaghe,property_size,address,tedadKoleTabaghat,TabagheDarVahed,bedrooms,lowest_price,VaziatBana,Jahat,nama,KafPush,ServiceKitchen,garage,VorudiMoshtarak,long_desc,amenities_id,property_slug,property_code,property_status,house_mortgage,rent,property_thumbnail,short_desc,bathrooms,property_video,latitude,longitude,featured,hot,agent_id,status,foundation_size
631,1,0,128,بلوار بهارستان,2,,4,1670000000,سفت کاری شده,جنوبی,اجرنما,,,,,با کاغذ قیمت(بهزاد سلیمانی-1402/2/30)  تسویه شهرداری قطعی  بدون عکس و فیلم,6,631,631,buy,0,0,,,,,,,,,1,1,
632,1,0,186,خیابان مولوی شمالی,2,,3,4110000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(روح الله پاینده-1402/3/1)  پمپ آب و کولر  فقط فروش,6,632,632,buy,0,0,,,,,,,,,1,1,
633,4,0,450,خیابان خرم غربی,,,,1730000000,4203760000,شمالی,,,,,1,با کاغذ قیمت(روح الله پاینده-1402/1/30)  10 دقیقه آب  20 درخت  دیوار کشی  با مجوز شهرداری,6,633,633,buy,0,0,,,,,,,,,1,1,
634,4,0,2100,جاده شرکت سابیر,,,,4470000000,2506000000,جنوبی,,,,,1,با کاغذ قیمت(مهدی خانیان-1402/2/30)  20 دقیقه آب چاه  20 دقیقه آب کانال  استخر-اشجار  فروش نقدی با تخفیف,6,634,634,buy,0,0,,,,,,,,,1,1,
635,4,0,1100,جاده شرکت سابیر,,,,2560000000,734655000,شرقی,,,,,1,با کاغذ قیمت(مهدی خانیان-1402/2/30)  فروش نقدی با تخفیف  40 دقیقه آب چاه  15 دقیقه آب کانال  اشجار - استخر,6,635,635,buy,0,0,,,,,,,,,1,1,
637,1,0,83,خیابان سعدی,2,,3,5450000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/11/17)  هود و پکیج و رادیات  ,6,637,637,buy,0,0,,,,,,,,,1,1,
639,1,0,85,15 خرداد,,,1,4810000000,بتونی,شرقی,اجرنما,سرامیک,MDF,,,با کاغذ قیمت(مهدی پورنمازیان-1402/2/13)  دو باب مغازه و یک واحد مسکونی  تجاری با درب برقی  مسکونی با پرده و هود و کولر  فروش نقدی یا معاوضه با همکف در این قیمت,6,639,639,buy,0,0,,,,,,,,,1,1,
640,2,0,212,باغ ملی  کوچه حجت,,,,5530000000,2839700000,شمال شرقی,,,,,,با کاغذ قیمت(مهدی پورنمازیان-1402/2/31)  فقط فروش نقدی,6,640,640,buy,0,0,,,,,,,,,1,1,
641,1,0,,خیابان سعدی,,,2,0,2419770000,,,,,1,1,ورودی مجزا  ,6,641,641,buy,0,0,,,,,,,,,1,1,
642,1,0,149,بلوار فجر,,,3,3300000000,بتونی,جنوبی,سنگ,سرامیک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/21)  با تسویه شهرداری  با پرده-کولر و دزدگیر,6,642,642,buy,0,0,,,,,,,,,1,1,
643,2,0,117,خیابان مجاهد شمالی,,,,820000000,4197740000,شمالی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/2/25)  آینده دار,6,643,643,buy,0,0,,,,,,,,,1,1,
644,5,0,24,خیابان منتظری شمالی,,,,1120000000,909000000,جنوبی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/2/24)  با تسویه شهرداری  معرف سعید کارشناس,6,644,644,buy,0,0,,,,,,,,,1,1,
645,2,0,420,بلوار فجر,,,,11300000000,,شمالی شرقی,,,,,,بدون کاغذ قیمت  تجاری مسکونی  فروش نقدی,6,645,645,buy,0,0,,,,,,,,,1,1,
646,2,0,130,خیابان منتظری شمالی,,,,2160000000,2800000000,غربی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1401/12/2)  با ساخت مربوطه,6,646,646,buy,0,0,,,,,,,,,1,1,
647,1,0,180,خیابان یزدانمهر,2,,4,6480000000,اسکلت,جنوبی,اجرنما,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/18)  با تسویه شهرداری  باپرده-تانک و پمپ و کولر  ,6,647,647,buy,0,0,,,,,,,,,1,1,
648,1,0,162,بلوار فجر,2,,4,4360000000,نیمه اسکلت,شمالی,اجرنما,سرامیک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/19)  با تسویه شهرداری  تانک و پمپ و کولر,6,648,648,buy,0,0,,,,,,,,,1,1,
649,2,0,326,بلوار بهارستان,,,,2510000000,4600000000,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان-1402/2/5)  مسکونی,6,649,649,buy,0,0,,,,,,,,,1,1,
650,2,0,847,جلال آباد  خیابان ابوالفضل,,,,2370000000,4000000000,,,,,,,با کاغذ قیمت(مهدی محمدی-1402/2/23)  کاربری کشاورزی,6,650,650,buy,0,0,,,,,,,,,1,1,
651,4,0,278,جلال آباد  چاه مطهری  باغ شمالی جنوبی,,,,755000000,2541000000,شمالی جنوبی,,,,,1,با کاغذ قیمت(مهدی محمدی-1402/2/18)  با آب انبار  استخر-5 دقیقه آب چاه با لوله  2 درب ورودی,6,651,651,buy,0,0,,,,,,,,,1,1,
652,4,0,278,کمربندی جنوبی,,,,919000000,6100000000,جنوب غربی,,,,,1,با کاغذ قیمت(مسعود ایمانیان-1402/1/15)  استخر و چهار دیواری  فقط فروش نقدی,6,652,652,buy,0,0,,,,,,,,,1,1,
653,2,0,600,کمربندی جنوبی,,,,2100000000,5800000000,غربی,,,,,,با کاغذ قیمت(مسعود ایمانیان-1402/1/15)  فقط فروش نقدی,6,653,653,buy,0,0,,,,,,,,,1,1,
654,2,0,990,خیابان امام رضا,,,,7130000000,1628000000,جنوبی,,,,,,با کاغذ قیمت(ابراهیم عبدالعظیمی-1402/3/6),6,654,654,buy,0,0,,,,,,,,,1,1,
655,2,0,254,بلوار ایزدی,,,,1910000000,5800000000,شمالی شرقی,,,,,,با کاغذ قیمت(مهدی پورنمازیان-1402/2/25)  با کاربری  مسکونی,6,655,655,buy,0,0,,,,,,,,,1,1,
656,1,0,106,خیابان شهدا,2,,3,2700000000,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(بهزاد سلیمانی-1402/2/24)  با تسویه شهرداری  پرده-موکت-هود-کمد  پمپ و تانک - کولر  فروش نقدی,6,656,656,buy,0,0,,,,,,,,,1,1,
657,1,0,113,خیابان شریعتی,2,,4,3720000000,اسکلت,شمالی,اجرنما,سرامیک,فلز,1,1,با کاغذ قیمت(مسعود ایمانیان-1402/2/06)  کولر و کولرگازی  هر طبقه دو خواب,6,657,657,buy,0,0,,,,,,,,,1,1,
658,1,0,211,خیابان دلگشا,2,,4,6000000000,بتونی,شمالی,سنگ,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی پورنمازیان-1402/2/30)  پرده-موکت-هود-پکیج-رادیاتور  دزدگیر-کولرگازی,6,658,658,buy,0,0,,,,,,,,,1,1,
659,5,0,110,خیابان آبشار,,,,4200000000,بتونی,جنوبی شرقی,اجرنما,سرامیک,,,1,با کاغذ قیمت(مهدی پورنمازیان-1402/2/30)  ,6,659,659,buy,0,0,,,,,,,,,1,1,
660,1,0,150,خیابان دلگشا,,,,2510000000,آهن,جنوبی شرقی,اجرنما,موزاییک,فلز,,1,با کاغذ قیمت(مهدی خانیان-1402/2/20)  مسکونی و تجاری  مخصوص تخریب  با تسویه شهرداری  معاوضه با زمین طرف بلوار ولی عصر و یا منزل نوساز و همکف  یا زمین قابل ساخت در هان حدود    ,6,660,660,buy,0,0,,,,,,,,,1,1,
661,2,0,144,خیابان شهدا,,,,735000000,,شمالی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/3/2)  فقط فروش نقدی,6,661,661,buy,0,0,,,,,,,,,1,1,
662,1,0,249,خیابان معرفت,2,,3,4600000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/12)  با تسویه حساب شهرداری  یک خواب پایین  دو خواب بالا  فروش نقدی یا معاوضه با  دو طبقه شمال شهر کمتر از قیمت منزل,6,662,662,buy,0,0,,,,,,,,,1,1,
664,1,1,,بلوار اسرافیلیان,,,3,0,بتونی,شمالی,,,,1,1,ورودی مجزا  تخلیه اول مرداد,6,664,664,buy,0,0,,,,,,,,,1,1,
665,1,1,,معرفت  ذبحی  ملکی  بهار,,,2,0,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,عروس داماد  یا مادر دختر,6,665,665,buy,0,0,,,,,,,,,1,1,
666,2,0,700,ویلاشهر,,,,6000000000,2040000000,شمالی,,,,,,بدون کاغذ قیمت  1 ساعت آب چاه  پروانه ساخت خونه باغ,6,666,666,buy,0,0,,,,,,,,,1,1,
668,2,0,273,شریعتی غربی,,,,2620000000,4233000000,شرقی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/2/24)  معاوضه با همه چی,6,668,668,buy,0,0,,,,,,,,,1,1,
669,2,0,130,ویلاشهر  خیابان سروستان12 ,,,,1000000000,3100000,جنوبی,,,,,,بدون کاغذ قیمت,6,669,669,buy,0,0,,,,,,,,,1,1,
670,5,0,29,خیابان معرفت,,,,3000000000,2385932000,,,,,,,بدون کاغذ قیمت  مغزه صفر کلید نخورده  کولرگازی,6,670,670,buy,0,0,,,,,,,,,1,1,
671,2,0,126,خیابان معرفت,,,,1910000000,1975000000,جنوبی,,,,,,بدون کاغذ قیمت,6,671,671,buy,0,0,,,,,,,,,1,1,
672,2,0,222,بلوار ایزدی,,,,1300000000,4805550000,جنوبی شرقی,,,,,,بدون کاغذ قیمت  ,6,672,672,buy,0,0,,,,,,,,,1,1,
673,2,0,136,خیابان 17 شهریور,,,,2040000000,5525000000,شمالی,,,,,,بدون کاغذ قیمت,6,673,673,buy,0,0,,,,,,,,,1,1,
675,1,0,209,بلوار حجتی,2,1,6,4230000000,نیمه اسکلت بتن,شمالی,,,,,,8سال ساخت,6,675,675,buy,0,0,,,,,,,,,1,1,
676,2,0,176,خیابان مجاهد شمالی,,,,1000000000,کلنگی,شمالی,,,,,,کوچه موجود قدیمی دو طرف دیوار گلی,6,676,676,buy,0,0,,,,,,,,,1,1,
677,3,0,500,خیابان امام رضا,,,,3100000,بتونی تیرچه بلوک,,,,,,,ساختمان 60 متر    برق شخصی -امتیازات در 10 متری باغ - 20 دقیقه آب چاه -تیرچه بلوک,6,677,677,buy,0,0,,,,,,,,,1,1,
678,3,0,1000,روستای همت آباد خیابان ولیعصر فرعی جنوبی,,,,2390000000,بتونی,شمالی,,,,,,آب2ساعت از چاه حجتی  معاوضه با خانه باغ نهایت 5 میلیارد   زمین اخر مجاهد 150 متر داده میشود   کفکش 1/2 اینچی  دیوار کشی-شیروانی-اشجار-استخر سرباز و سرپوشیده ,6,678,678,buy,0,0,,,,,,,,,1,1,
679,1,0,118,بلوار فجر,2,1,3,3100000000,5144360000,,,,,,,25سال سخت   ورودی جدا  معاوضه با مغازه تا 2 تومان یانقدی   بالا 2 خواب پایین 1 خواب,6,679,679,buy,0,0,,,,,,,,,1,1,
680,2,0,240,فلکه بسیج,,,,1980000000,2526900000,شمالی,,,,,,قابل معاوضه با منزل تا نهایت قیمت 4/4.5 میلیارد  یا ویلا شمال   قابل فروش نقدی یا چکی   چهار طرف اختصاصی  24 * 10  دیوار کشی شده,6,680,680,buy,0,0,,,,,,,,,1,1,
681,1,0,138,خیابان امام غربی,2,,,3050000000,3700000000,,,,,,,معاوضه با همکف در همین قیمت  ,6,681,681,buy,0,0,,,,,,,,,1,1,
683,1,0,235,15 خرداد,,,,4740000000,تیرچه بلوک,جنوبی,,,,1,,موکت و پرده   پیکج  ایفون تصویری ,6,683,683,buy,0,0,,,,,,,,,1,1,
684,1,0,229,خیابان منتظری شمالی,,,,5140000000,4200000000,جنوبی,,,,,,حیاط با  درب برقی چکی و نرده و دوره چینی بام  کولر دزدگیر تانک پمپ  در تاریخ 14/9(مهدی پورنمازیان),6,684,684,buy,0,0,,,,,,,,,1,1,
686,1,0,320,ویلاشهر خیابان معلم,,,3,3700000000,1648240000,جنوبی شرقی,,,,,,منزل 10 سال ساخت  ,6,686,686,buy,0,0,,,,,,,,,1,1,
688,1,0,202,خیابان کشاورز مرکزی,,,,3850000000,,شمالی,,,,,,معرف مهران ایمانیان,6,688,688,buy,0,0,,,,,,,,,1,1,
689,1,3,360,جوزدان - بلوار میثاق,,1,3,4700000000,کلنگی,شمالی جنوبی,,,,,,زیر زمین و همکف تجاری  هرطبقه1خواب  طرح آسانسور  معاوضه با منزل یا مغازه در نجف آباد  10سال ساخت  ,6,689,689,buy,0,0,,,,,,,,,1,1,
691,5,0,60,امیرآباد- آزادگان - فاز یک,,,,2320000000,بتونی و اهنی,,,,,,,روبه روی پارک آزادگان  دونبش  سکوریت  مجوز شهرداری,6,691,691,buy,0,0,,,,,,,,,1,1,
692,2,0,160,خیابان منتظری جنوبی,,,,1760000000,,شمالی ,,,,,,تقسیم نامه,6,692,692,buy,0,0,,,,,,,,,1,1,
693,6,0,98,خیابان منتظری شمالی,,,,2450000000,4721000000,شمالی شرقی,,,,1,,,6,693,693,buy,0,0,,,,,,,,,1,1,
694,1,2,242,خیابان معرفت,2,1,4,4200000000,تیرچه بلوک,شمالی,,,,1,,معاوضه با همکف در حد 3میلیارد تومان   همکف2خواب  طبقه اول 2 خواب  پارکینگ 40 متر,6,694,694,buy,0,0,,,,,,,,,1,1,
695,1,0,105,بلوار فجر,2,1,2,3100000000,16000000000,شمالی,,,,,,2 سند شش دانگ  حیاط سازی با یک طرف نرده و دوره چینی بام,6,695,695,buy,0,0,,,,,,,,,1,1,
696,1,0,150,خیابان قدس,1,,,1650000000,10800000000,شمالی,,,,,,ابراهیم پورنمازیان   اقای اسلامی 09137166249,6,696,696,buy,0,0,,,,,,,,,1,1,
697,1,0,89,خیابان مجاهد شمالی,,,,2950000000,تیرچه بلوک,شمالی,,,,,,فروش نقدی یا معاوضه با خانه  رنج 2 میلیارد همکف 2 خواب مابقی رنئ یا زمین در حد 1 تومن مابقی نقد,6,697,697,buy,0,0,,,,,,,,,1,1,
699,1,1,270,خیابان منتظری شمالی,1,,,6500000000,آهن و آجر,شمالی,,,,,,,6,699,699,buy,0,0,,,,,,,,,1,1,
700,2,0,160,منتظری جنوبی -,,,,1760000000,4500000000,,,,,,, زمین غلاف,6,700,700,buy,0,0,,,,,,,,,1,1,
701,1,0,145,خیابان دانش,,,2,0,46215600000,جنوبی,,سرامیک,MDF,,,19پله   کمد دیواری هر دو طبقه ,6,701,701,buy,0,0,,,,,,,,,1,1,
702,1,0,277,خیابان اسرافیلیان,,,,4720000000,7000000000,شمالی,,,,1,,دیوار کشی و دور چینی پشت بام,6,702,702,buy,0,0,,,,,,,,,1,1,
703,1,0,110,خیابان منتظری شمالی,,,2,0,60000000000,جنوبی,,,,1,,طبقه اول 6 پله   ورودی مشترک,6,703,703,buy,0,0,,,,,,,,,1,1,
706,5,0,,مغازه بازار - بعد از چهار راه شکرچیان,,,,16000000000,980000000,,,,,,,داخل بازار  ,6,706,706,buy,0,0,,,,,,,,,1,1,
707,1,0,100,محدوده مسجد جوشیاری,,,1,10800000000,1700000000,,,,,,,,6,707,707,buy,0,0,,,,,,,,,1,1,
711,ساختمان,0,103,خیابان شریعتی,,,6,4500000000,تییرچه بلوک ,شمالی جنوبی شرقی,,,,,,معاوضه با همکف تا 2500  سال ساخت : 91  سند پایان کار  همکف نه پله پایین,6,711,711,buy,0,0,,,,,,,,,1,1,
712,2,0,243,خیابان شهید یزدانپناه,,,,46200000000,2622240000,جنوبی وغربی,,,,,,قابل معاوضه با آپارتمان اصفهان تا همین قیمت یا تا 300 میلیون بیشتر   فروشی نقدی بدون تخفیف   مورد قیمت با پروانه همکف 148و اول 127 و زیر زمین 61 متر مربع قیمت شده   ,6,712,712,buy,0,0,,,,,,,,,1,1,
713,1,0,138,بلوار فجر,2,,,3220000000,تیرچه بلوک اسکلت,جنوبی,,,,,,با بلوک چینی   با سافل چینی 2 طرف درب برقی   چاه جذبی  با مجوز ,6,713,713,buy,0,0,,,,,,,,,1,1,
714,4,0,400,بلوار ایزدی,,,,1350000000,3096550000,غربی,,,,,,تخفیف پای معامله ,6,714,714,buy,0,0,,,,,,,,,1,1,
715,2,0,1041,خیابان باهنر,,,,11000000000,7700000000,شمالی,,,,,,معاوضه با منزل یا باغ تا 8 میلیارد مابقی پول  چهار دیواری ,6,715,715,buy,0,0,,,,,,,,,1,1,
716,1,2,280,بلوار اسرافیلیان,5,1,4,7000000000,تیرچه بلوک,شمالی جنوبی,,,,1,,همکف سه خواب   زیر زمین مسکونی یک خواب ,6,716,716,buy,0,0,,,,,,,,,1,1,
717,5,0,60,خیابان دکتر شریعتی,,,,60000000000,3758550000,شمالی,,,,,,,6,717,717,buy,0,0,,,,,,,,,1,1,
718,6,0,100,مسکن مهر - مجتمع مهتاب ,2,,2,1300000000,2324400000,جنوبی,,,,,,4طبقه 4 واحدی طبقه 4   هردو خواب کمد دیواری   رو به افتاب   ویو ابدی ,6,718,718,buy,0,0,,,,,,,,,1,1,
719,1,0,,خیابان رضایی مرکزی,,,2,0,1760000000,شمالی,,,,,,نوساز کلید نخورده ,6,719,719,buy,0,0,,,,,,,,,1,1,
720,2,0,105,بلوار ولیعصر,,,,980000000,,,,,,,,,6,720,720,buy,0,0,,,,,,,,,1,1,
721,1,0,74,خیابان شریعتی,,,,1700000000,بتونی,جنوبی,,,,,,معاوضه با زمین قابل ساخت تا همین قیمت   بصورت طبقاتی جدا فروخته میشود   سقف و ستون و تیغه چینی دور تا دور ,6,721,721,buy,0,0,,,,,,,,,1,1,
722,1,0,125,خیابان معرفت,,,,4400000000,3220185000,جنوبی,,,,,,با تسویه حساب شهرداری   دوربین - دزدگیر ,6,722,722,buy,0,0,,,,,,,,,1,1,
723,1,0,157,بلوار فجر,,,,3760000000,1350000000,شمالی,,,,,,دو کولر با سایبان ایفون تصویری منبع اب توالت   اب و برق و امکانات دو واحدی ,6,723,723,buy,0,0,,,,,,,,,1,1,
724,1,0,670,امیر آباد - جنب باغ تالار ملک ,,,1,4300000000,11000000000,شمالی,,,,,,آب 20 دقیقه   درخت 40 راس دوساله   برق فرعی - استخر  آب انبار   رو باز ,6,724,724,buy,0,0,,,,,,,,,1,1,
725,2,0,150,بلوار طالقانی,,,,1100000000,4300000000,شمالی,,,,,,زمین غلاف ,6,725,725,buy,0,0,,,,,,,,,1,1,
727,5,0,173,خیابان منتظری جنوبی,,,3,12400000000,12392695000,,,,,,,رو به روی نبی اکرم   طبقه 1 سه خواب   1.52 عقب نشینی ,6,727,727,buy,0,0,,,,,,,,,1,1,
728,2,0,262,بلوار ولیعصر,,,,2130000000,2130000000,شمالی جنوبی,,,,,,پای امکانات ,6,728,728,buy,0,0,,,,,,,,,1,1,
729,1,0,133,فلکه بسیج,2,,3,1580000000,1584000000,جنوبی,,,,,,2عدد پلاک 72 متری   با اینده تجاری ,6,729,729,buy,0,0,,,,,,,,,1,1,
731,2,0,324,خیابان شریعتی,,,,3180000000,3175200000,شمالی,,,,,,4ساعت اب کل زمین   نیم ساعت اب چاه مخصوص این زمین   فروش نقدی ,6,731,731,buy,0,0,,,,,,,,,1,1,
733,1,0,180,امیراباد - خیابان مفتح,,,,5200000000,5200000000,جنوبی,,,,,,همکف سه خواب   بالا دو خواب    زیر زمین یک خواب ,6,733,733,buy,0,0,,,,,,,,,1,1,
